 Air Date; Round; Category; Value; Question; Answer
05/01/2012;Jeopardy!;ARMY STRONG;$1,500;"It has an active-duty military force of about 1.2 million; its neighbor to the south, about 680,000";North Korea
05/01/2012;Jeopardy!;HIGHLY EDIBLE;$800;Eggs a la Jockey Club are served with kidneys & garnished with mushrooms & these fungi (jockeys eat well);truffles
05/01/2012;Jeopardy!;QUOTATIONS;$1000;"John Adams at the Boston Massacre trials: these ""are stubborn things""";facts
05/01/2012;Jeopardy!;EMMY-WINNING TV;$1000;"""Routine: Hummingbird and Flower / The Chairman's Waltz"" (Choreography, 2008)";So You Think You Can Dance
05/01/2012;Jeopardy!;"I'M JUST TALKIN' ABOUT ""SHIFT""";$1000;Jury-rigged;makeshift
05/01/2012;Jeopardy!;HOW DO YOU...;$1000;Pick a lead underwriter, give the SEC a prospectus, give possible investors a red herring, run tombstone ads;do an IPO
05/01/2012;Jeopardy!;ARMY STRONG;$1000;In August 2010 General Zahir Azimi announced that its army had reached target strength of 134,000 2 months ahead of schedule;Afghanistan
05/01/2012;Jeopardy!;HIGHLY EDIBLE;$1000;Kasha is often made from the edible kernels of buckwheat, which are also called not oats but these;groats
05/01/2012;Double Jeopardy!;BIBLICAL ART;$400;For royal visits, a replica of this Michelangelo nudie at the Victoria & Albert Museum was formerly adorned with a fig leaf;David
05/01/2012;Double Jeopardy!;NICKEL & DIMED;$400;"The name of his pet charity made the dime an obvious choice in 1945 when a grieving nation said, ""put him on a coin!""";FDR
05/01/2012;Double Jeopardy!;4-LETTER WORDS;$400;On a tent, it's the equivalent of the door;a flap
05/01/2012;Double Jeopardy!;SCIENTIFIC SOUTH AMERICAN;$400;Manuel Patarroyo developed SPf66, a purported vaccine against this tropical disease that still strikes tens of millions;malaria
05/01/2012;Double Jeopardy!;"""MAN""LY MOVIES";$400;In 2010 Robert Downey Jr. reprised his role as the heavy metal hero in this movie's sequel;Iron Man
05/01/2012;Double Jeopardy!;HIGHLY OEDIPAL;$400;King Robert II of this country was a good son to Hugh Capet, but his own sons turned against him;France
05/01/2012;Double Jeopardy!;BIBLICAL ART;$800;"The first 2 paintings in Rembrandt's Passion Series are ""The Raising of"" & ""The Descent from"" this";the Cross
05/01/2012;Double Jeopardy!;NICKEL & DIMED;$800;"The Buffalo head nickel was also called this type; John Big Tree was a model for it";an Indian nickel
05/01/2012;Double Jeopardy!;4-LETTER WORDS;$800;A tire that has lost its air;a flat
05/01/2012;Double Jeopardy!;SCIENTIFIC SOUTH AMERICAN;$800;Pedro Paulet's Peruvian promoters claim he built a liquid-fueled one of these in 1895;a rocket
05/01/2012;Double Jeopardy!;"""MAN""LY MOVIES";$800;Peter O'Toole sang & tilted at windmills in the movie adaptation of this musical;Man of La Mancha
05/01/2012;Double Jeopardy!;HIGHLY OEDIPAL;$800;"The book "" Operation "" these ""Secrets"" tells how Frank Calabrese Jr. informed on his mobster father";Family
05/01/2012;Double Jeopardy!;BIBLICAL ART;$1200;"(<a href=""http://www.j-archive.com/media/2012-01-05_DJ_26.jpg"" target=""_blank"">Kelly of the Clue Crew shows a painting on the monitor.</a>)  In this 17th-century painting, you see Sarah turn her back, as Hagar the handmaid & her son Ishmael are rejected & sent away by this patriarch";Abraham
05/01/2012;Double Jeopardy!;NICKEL & DIMED;$1200;Before the 5-cent piece was nickel, it was silver & was, logically, called by this fractional name;a half dime
05/01/2012;Double Jeopardy!;4-LETTER WORDS;$1200;It can be a custardy tart or a creme caramel;a flan
05/01/2012;Double Jeopardy!;SCIENTIFIC SOUTH AMERICAN;$1200;M. Costa-Mattioli found a protein that controls memory formation, a possible help for this disease named for a German;Alzheimer's
05/01/2012;Double Jeopardy!;"""MAN""LY MOVIES";$1200;Once upon a time Russell Crowe played boxer James Braddock in this critically acclaimed film;Cinderella Man
05/01/2012;Double Jeopardy!;HIGHLY OEDIPAL;$1200;This skater had new troubles in 2010 when her brother assaulted their father;(Nancy) Kerrigan
05/01/2012;Double Jeopardy!;BIBLICAL ART;$1600;"A painting by Caravaggio shows this man's ""conversion on the way to Damascus""";Saul (or Saint Paul)
05/01/2012;Double Jeopardy!;NICKEL & DIMED;$4,000;On the 2006 nickel this building looks basically the same as it always did, though the dome is a little sharper;Monticello
05/01/2012;Double Jeopardy!;4-LETTER WORDS;$1600;Fatty flesh around people's tummies;flab
05/01/2012;Double Jeopardy!;SCIENTIFIC SOUTH AMERICAN;$1600;"Sometimes credited with inventing the torpedo, Andre Reboucas helped torpedo this in Brazil; it was abolished in 1888";slavery
05/01/2012;Double Jeopardy!;"""MAN""LY MOVIES";$1600;This 1980 movie told the true story of the deformed Mr. Merrick;The Elephant Man
05/01/2012;Double Jeopardy!;HIGHLY OEDIPAL;$3,000;This revolutionary patriot's son William stuck with the crown as Royal Governor of New Jersey;Benjamin Franklin
05/01/2012;Double Jeopardy!;BIBLICAL ART;$2000;Claude Lorrain painted a landscape with the marriage of Rebecca & him;Isaac
05/01/2012;Double Jeopardy!;NICKEL & DIMED;$2000;The winged liberty dime bore the bundle of sticks that gave its name to this liberty-hating political system;fascism
05/01/2012;Double Jeopardy!;4-LETTER WORDS;$2000;The unfortunate quality that brings ruin to the hero of a tragedy is called the tragic this;flaw
05/01/2012;Double Jeopardy!;SCIENTIFIC SOUTH AMERICAN;$2000;In the 1970s Jose Goldemberg showed that this clean fuel can be harvested from sugar cane;ethanol
05/01/2012;Double Jeopardy!;"""MAN""LY MOVIES";$2000;"It's Greek to me, but in 1971 Richard Matheson's story ""I Am Legend"" was filmed under this title";The Omega Man
05/01/2012;Double Jeopardy!;HIGHLY OEDIPAL;$2000;"This deranged emperor may even have killed his own father, as Joaquin Phoenix does playing him in ""Gladiator""";Commodus
05/01/2012;Final Jeopardy!;CALIFORNIA HISTORY;None;Surname of the employer of James W. Marshall, who found gold in a stream near the Sacramento river in 1848;Sutter
02/01/2012;Jeopardy!;ARTHUR'S CAMELOT;$200;"King Arthur received this sword from the Lady of the Lake; it was later returned to her by Sir Bedivere";Excalibur
02/01/2012;Jeopardy!;PREFIXES;$200;"""Hypno-"", as in hypnotism, is from the Greek for this";sleep
02/01/2012;Jeopardy!;RECENT BOOKS;$200;"Olbermann & Berman are index entries in ""Those Guys Have All the Fun"", which details the history of this network";ESPN
02/01/2012;Jeopardy!;THE SUPER BOWL'S TOP RUSHER;$200;Super Bowl VIII: This team's Larry Csonka;the (Miami) Dolphins
02/01/2012;Jeopardy!;C.S., I;$200;"Money matters at this investment service company that invites you to ""Talk to Chuck""";Charles Schwab
02/01/2012;Jeopardy!;ALPHABETICALLY LAST;$200;Of the days of the week;Wednesday
02/01/2012;Jeopardy!;ARTHUR'S CAMELOT;$400;In some writings, it was Perceval, not Galahad, who went on a quest for this vessel;the Holy Grail
02/01/2012;Jeopardy!;PREFIXES;$400;"(<a href=""http://www.j-archive.com/media/2012-01-02_J_02.jpg"" target=""_blank"">Kelly of the Clue Crew reports from See's Candy Factory.</a>)  The main feel-good ingredient of <a href=""http://www.j-archive.com/media/2012-01-02_J_02a.jpg"" target=""_blank"">cocoa</a> is a chemical called theobromine, in the same class as caffeine; the ""theo-"" prefix means it is the food of these beings";the gods
02/01/2012;Jeopardy!;RECENT BOOKS;$400;"You can read ""Life"", the memoir of this Rolling Stone, or listen to Johnny Depp narrate the audio book";Keith Richards
02/01/2012;Jeopardy!;THE SUPER BOWL'S TOP RUSHER;$400;Super Bowl XVIII: Marcus Allen, with 191 yards for this L.A. team;the Raiders
02/01/2012;Jeopardy!;C.S., I;$400;This astronomer & science writer from Cornell helped select the Mars landing sites for the Viking probes;Carl Sagan
02/01/2012;Jeopardy!;ALPHABETICALLY LAST;$400;Of Snow White's 7 dwarfs;Sneezy
02/01/2012;Jeopardy!;ARTHUR'S CAMELOT;$600;This sorceress was introduced into Arthurian legend as Arthur's healer by Geoffrey of Monmouth around 1150;Morgana le Fey (or Morgan le Fay) (Morgaine accepted)
02/01/2012;Jeopardy!;PREFIXES;$600;"This prefix that means ""first"" or ""primitive"" is found before ""plasm"" & ""zoa""";proto-
02/01/2012;Jeopardy!;RECENT BOOKS;$600;"""The Girl Who Kicked the Hornet's Nest"" continues the story about a hacker from this country";Sweden
02/01/2012;Jeopardy!;THE SUPER BOWL'S TOP RUSHER;$600;Super Bowl IX: This immaculate Steeler;Franco Harris
02/01/2012;Jeopardy!;C.S., I;$600;"Some say when it comes to his films ""Heathers"" & ""Pump Up the Volume"", it's better to shoot first, then ask this actor";(Christian) Slater
02/01/2012;Jeopardy!;ALPHABETICALLY LAST;$600;Of the events in a decathlon;the shot put
02/01/2012;Jeopardy!;ARTHUR'S CAMELOT;$800;"""The Simple Joys of Maidenhood"" is one of her songs in the version of the tale by Lerner of New York & Loewe of Berlin";Guinevere
02/01/2012;Jeopardy!;PREFIXES;$1,200;"""Anti-"" means ""against; ""ante-"" means this";before
02/01/2012;Jeopardy!;RECENT BOOKS;$800;"""Here Comes Trouble"", a look back by this pot-stirring documentarian, includes his boyhood in Flint";Michael Moore
02/01/2012;Jeopardy!;THE SUPER BOWL'S TOP RUSHER;$800;Super Bowl XXV: Thurman Thomas, in a losing cause for this team that lost 3 other Super Bowls;the (Buffalo) Bills
02/01/2012;Jeopardy!;C.S., I;$800;He became New York's senior senator when Daniel Patrick Moynihan retired in 2001;(Charles) Schumer
02/01/2012;Jeopardy!;ALPHABETICALLY LAST;$800;By surname of current Supreme Court justices;(Clarence) Thomas
02/01/2012;Jeopardy!;ARTHUR'S CAMELOT;$1000;The Somerset town of Glastonbury claims to be this fabled isle, the final resting place of King Arthur;Avalon
02/01/2012;Jeopardy!;PREFIXES;$1000;"When this prefix precedes ""active"", it means ""backwards""; by itself it refers to the style of an earlier time";retro-
02/01/2012;Jeopardy!;RECENT BOOKS;$1000;"Book club alert--""Then Came You"" is the latest novel by this author of ""Good in Bed"" & ""In Her Shoes""";Jennifer Weiner
02/01/2012;Jeopardy!;THE SUPER BOWL'S TOP RUSHER;$1000;Super Bowl XXVIII: This Cowboys Hall of Famer;Emmitt Smith
02/01/2012;Jeopardy!;C.S., I;$1000;"In 1914 a group of his ""Chicago Poems"" appeared in Poetry magazine";Carl Sandburg
02/01/2012;Jeopardy!;ALPHABETICALLY LAST;$1000;Of the countries of the world;Zimbabwe
02/01/2012;Double Jeopardy!;JFK's CAMELOT;$400;In March 1961 JFK issued an executive order creating this agency that sends volunteers to aid developing nations;the Peace Corps
02/01/2012;Double Jeopardy!;FASHION;$400;Mousquetaires, formal ones of these for women, have lengthwise buttoned openings at the wrist;(opera) gloves
02/01/2012;Double Jeopardy!;SPACE-Y MUSIC;$400;The late, great Queen vocalist Freddie ____;Mercury
02/01/2012;Double Jeopardy!;SCULPTURE;$400;Luca Della Robbia is said to be the first sculptor to apply glazes to this semi-fired ceramic clay with an Italian name;terra cotta
02/01/2012;Double Jeopardy!;STATES' HIGHEST POINTS;$400;Jerimoth Hill in Providence County;Rhode Island
02/01/2012;Double Jeopardy!;"THAT ""BIT"" AT THE END";$400;This type of card can be used to make an electronic withdrawal of funds on deposit in a bank;debit
02/01/2012;Double Jeopardy!;JFK's CAMELOT;$800;"As an intern Nora Ephron had one exchange with JFK, as he left for this Mass. ""Port"", but couldn't hear what he said";Hyannis Port
02/01/2012;Double Jeopardy!;FASHION;$800;President Truman popularized this shirt with the name of a Hawaiian greeting when he was on the cover of Life in 1951;an aloha
02/01/2012;Double Jeopardy!;SPACE-Y MUSIC;$800;"A synth-snazzy song by Duran Duran: ""New ____ On Monday""";Moon
02/01/2012;Double Jeopardy!;SCULPTURE;$800;"In 1482 he asked the Duke of Milan for a job, saying, ""I can further execute sculpture in marble, bronze or clay""";da Vinci
02/01/2012;Double Jeopardy!;STATES' HIGHEST POINTS;$800;Mount Arvon on the Upper Peninsula;Michigan
02/01/2012;Double Jeopardy!;"THAT ""BIT"" AT THE END";$800;A document or object shown in court & identified as evidence;an exhibit
02/01/2012;Double Jeopardy!;JFK's CAMELOT;$1200;Those looking for eerie assassination coincidences know that this woman was JFK's devoted secretary;Evelyn Lincoln
02/01/2012;Double Jeopardy!;FASHION;$1200;Named for an Italian resort isle, these tight 3/4-length pants have a short slit on the outside of each leg;capris
02/01/2012;Double Jeopardy!;SPACE-Y MUSIC;$1200;Part of the successful production team the Smeezingtons: Bruno ____;Mars
02/01/2012;Double Jeopardy!;SCULPTURE;$2,500;"He carved a bust of Lincoln for the U.S. Capitol rotunda; his much bigger one is in South Dakota";(Gutzon) Borglum
02/01/2012;Double Jeopardy!;STATES' HIGHEST POINTS;$1200;Mount Magazine, which has Ozark National Forest land on its slopes;Arkansas
02/01/2012;Double Jeopardy!;"THAT ""BIT"" AT THE END";$5,000;Psychological term meaning to consciously or unconsciously restrain an impulse;inhibit
02/01/2012;Double Jeopardy!;JFK's CAMELOT;$1600;JFK sent 3,000 troops to restore order after black student James Meredith attended this school in 1962;Mississippi
02/01/2012;Double Jeopardy!;FASHION;$1600;In the '80s big sweaters were popularly paired with these pants named for a strap at the bottom of each leg;stirrup pants
02/01/2012;Double Jeopardy!;SPACE-Y MUSIC;$1600;"A No. 5 hit for Train: ""Drops Of ____""";Jupiter
02/01/2012;Double Jeopardy!;SCULPTURE;$1600;"A method of casting for bronze sculptures, cire-perdue means ""lost"" this in English";wax
02/01/2012;Double Jeopardy!;STATES' HIGHEST POINTS;$1600;Granite Peak in Custer National Forest;Montana
02/01/2012;Double Jeopardy!;"THAT ""BIT"" AT THE END";$1600;So you & Amy found a place together--mind if I ask, are you going to get married or just do this?;cohabit
02/01/2012;Double Jeopardy!;JFK's CAMELOT;$2000;"In October 1962 this U.N. ambassador said he'd wait ""until hell freezes over"" for a Soviet reply to photos taken over Cuba";Adlai Stevenson
02/01/2012;Double Jeopardy!;FASHION;$2000;"It's the amphibian name for the ornamental fastener <a href=""http://www.j-archive.com/media/2012-01-02_DJ_30.jpg"" target=""_blank"">seen</a> <a href=""http://www.j-archive.com/media/2012-01-02_DJ_30a.jpg"" target=""_blank"">here</a>";a frog
02/01/2012;Double Jeopardy!;SPACE-Y MUSIC;$2000;A jazz musician whose costumes combined Ancient Egypt & science fiction: ____ Ra;Sun
02/01/2012;Double Jeopardy!;SCULPTURE;$2000;"When he won the commission for ""The Burghers of Calais"", he promised to deliver ""six sculptures for the price of one""";Auguste Rodin
02/01/2012;Double Jeopardy!;STATES' HIGHEST POINTS;$2000;Sassafras Mountain, about 30 miles northwest of Greenville;South Carolina
02/01/2012;Double Jeopardy!;"THAT ""BIT"" AT THE END";$2000;An eye socket;an orbit
02/01/2012;Final Jeopardy!;'70s OSCARS;None;This film whose title refers to an establishment holds the record for most wins, 8, without winning Best Picture;Cabaret
23/01/2012;Jeopardy!;COUNTRY GROUPS;$200;"The ""Lady"" in this group that won 5 2010 acm awards is Hillary Scott, daughter of country singer Linda Davis";Lady Antebellum
23/01/2012;Jeopardy!;CONSTELLATION TRANSLATION;$200;Twins;Gemini
23/01/2012;Jeopardy!;DOMINO'S PIZZA;$200;The Meatzza feast has ham, beef, Italian sausage & slices of this Italian salami;pepperoni
23/01/2012;Jeopardy!;THAT'S TREASON!;$200;Accused of incest as well as treason, she was guillotined Oct. 16, 1793;Marie Antoinette
23/01/2012;Jeopardy!;2-LETTER WORDS;$200;This mystical word used in mantras contains 3 sounds, but in English it's 2 letters;om
23/01/2012;Jeopardy!;THE ARCTIC ENVIRONMENT;$200;"(<a href=""http://www.j-archive.com/media/2012-01-23_J_19.wmv"">Sarah of the Clue Crew is on a ship's bridge.</a>)  Norway has continuous daylight from mid-may to July, giving it this 5-word nickname it shares with Alaska";Land of the Midnight Sun
23/01/2012;Jeopardy!;COUNTRY GROUPS;$400;"Randy Owen fronted this ""stately"" group whose hits include ""Christmas in Dixie"" & ""Born Country""";Alabama
23/01/2012;Jeopardy!;CONSTELLATION TRANSLATION;$400;Big bear;Ursa Major
23/01/2012;Jeopardy!;DOMINO'S PIZZA;$400;An American legends pizza made with 6 different cheeses is named for this state;Wisconsin
23/01/2012;Jeopardy!;THAT'S TREASON!;$400;He tried to surrender West Point, a key to the Hudson River Valley;Benedict Arnold
23/01/2012;Jeopardy!;2-LETTER WORDS;$400;"It often follows ""in"" to mean ""concerning""";re
23/01/2012;Jeopardy!;THE ARCTIC ENVIRONMENT;$2,200;"(<a href=""http://www.j-archive.com/media/2012-01-23_J_20.wmv"">Sarah of the Clue Crew presents the clue.</a>)  Lappish language gives us the name of this treeless environment, some of which is so dry, it's called the Arctic desert";tundra
23/01/2012;Jeopardy!;COUNTRY GROUPS;$600;"This country group stays in motion with hits like ""I'm Movin' On"" & ""Life Is A Highway""";Rascal Flatts
23/01/2012;Jeopardy!;CONSTELLATION TRANSLATION;$600;Ram;Aries
23/01/2012;Jeopardy!;DOMINO'S PIZZA;$600;"Domino's has pasta in a bread bowl, including this ""Spring"" style with veggies";primavera
23/01/2012;Jeopardy!;THAT'S TREASON!;$600;This English plot blew up in the faces of the plotters, many executed for treason in 1606;the Gunpowder Plot
23/01/2012;Jeopardy!;2-LETTER WORDS;$600;Supernatural elements appear in kiri, a play in this Japanese form;no
23/01/2012;Jeopardy!;THE ARCTIC ENVIRONMENT;$600;"(<a href=""http://www.j-archive.com/media/2012-01-23_J_21.wmv"">Sarah of the Clue Crew presents the clue.</a>)  In svalbard as well as Norway, you'll find many of these spectacular inlets; the Norwegian term for them is derived from a word meaning ""to pass through""";fjords
23/01/2012;Jeopardy!;COUNTRY GROUPS;$800;"In 1981 they burned up the pop & country charts singing, ""My eart's on fire, Elvira""";The Oak Ridge Boys
23/01/2012;Jeopardy!;CONSTELLATION TRANSLATION;$800;Scales;Libra
23/01/2012;Jeopardy!;DOMINO'S PIZZA;$800;How about an oven baked sandwich, like this one that refers to a place in Pennsylvania;a Philly cheesesteak
23/01/2012;Jeopardy!;THAT'S TREASON!;$800;It was treason when Roman naval commander Claudius threw these creatures used for augury into the sea;chickens
23/01/2012;Jeopardy!;2-LETTER WORDS;$800;"It's Latin for ""and"" , Y'al.";et
23/01/2012;Jeopardy!;THE ARCTIC ENVIRONMENT;$800;"(<a href=""http://www.j-archive.com/media/2012-01-23_J_22.wmv"">Sarah of the Clue Crew presents the clue.</a>)  Some define the boundary of the Arctic as the southern limit of the icy region with this, perennially frozen subsoil";permafrost
23/01/2012;Jeopardy!;COUNTRY GROUPS;$1000;"In 2001 these guys from Texas were No. 1 on the country charts with ""I'm Already There""";Lonestar
23/01/2012;Jeopardy!;CONSTELLATION TRANSLATION;$1000;"Dragon (not ""Athenian statesman "")";Draco
23/01/2012;Jeopardy!;DOMINO'S PIZZA;$1000;"For dessert, Domino's has ""stix"" sprinkled with sugar & this spice";cinnamon
23/01/2012;Jeopardy!;THAT'S TREASON!;$1000;Abdullah Ocalan was convicted for trying to found a Kurdish state in the southeast part of this country;Turkey
23/01/2012;Jeopardy!;2-LETTER WORDS;$1000;"""To say or utter"" is one of the American heritage dictionary's many definitions for this word--ask any teen";go
23/01/2012;Jeopardy!;THE ARCTIC ENVIRONMENT;$1000;"(<a href=""http://www.j-archive.com/media/2012-01-23_J_23.wmv"">Sarah of the Clue Crew presents the clue.</a>)  After Antarctica & Greenland, many consider Nordaustland in Svalbard to be covered with the third-largest in volume of this form of slow-moving glacier";an icecap
23/01/2012;Double Jeopardy!;COUNTRY GROUPS;$400;This organization was formed in April 1949 to counter the Soviet Union;NATO
23/01/2012;Double Jeopardy!;"PICTURE THE ""S""";$400;"<a href=""http://www.j-archive.com/media/2012-01-23_DJ_16.jpg"" target=""_blank"">This</a> type of image is used to observe fetal growth";a sonogram
23/01/2012;Double Jeopardy!;CAN I HAVE A MOMENT?;$400;"Oprah calls instants of realization these moments; actress Ginnifer Goodwin had one that made her become a vegan";an a-ha moment
23/01/2012;Double Jeopardy!;REAL PEOPLE IN NOVELS;$400;"In ""Gatsby's Girl"" Caroline Preston fictionalized the romance of Ginevra King & this writer during his Princeton days";F. Scott Fitzgerald
23/01/2012;Double Jeopardy!;TALK ABOUT THE WEATHER;$400;"To have a casual conversation is to ""shoot"" this";the breeze
23/01/2012;Double Jeopardy!;SCIENCE-FICTION TV;$400;"Episodes in this anthology included ""The Monsters are Due on Maple Street"" & ""To Serve Man""";The Twilight Zone
23/01/2012;Double Jeopardy!;COUNTRY GROUPS;$800;"The PIIGS countries are European nations carrying heavy debt; the P & S are these southern neighbors";Portugal & SPain
23/01/2012;Double Jeopardy!;"PICTURE THE ""S""";$800;"Mixologists know the name of this stick seen <a href=""http://www.j-archive.com/media/2012-01-23_DJ_17.jpg"" target=""_blank"">here</a>";a swizzle stick
23/01/2012;Double Jeopardy!;CAN I HAVE A MOMENT?;$800;A driveway moment is when your car idles as Robert Siegel wraps up a fascinating story on this radio network;NPR
23/01/2012;Double Jeopardy!;REAL PEOPLE IN NOVELS;$800;"The title of Nancy Horan's historical novel ""Loving Frank"" refers to this creator of Taliesin";Frank Lloyd Wright
23/01/2012;Double Jeopardy!;TALK ABOUT THE WEATHER;$800;"To survive a difficult situation is to ""weather"" this";the storm
23/01/2012;Double Jeopardy!;SCIENCE-FICTION TV;$800;This Steven Spielberg-produced alien invasion series on TNT features Noah Wyle as a resistance fighter;Falling Skies
23/01/2012;Double Jeopardy!;COUNTRY GROUPS;$1200;In 1945 Iraq became a founding member of this regional association of sovereign states;the Arab League
23/01/2012;Double Jeopardy!;"PICTURE THE ""S""";$1200;"<a href=""http://www.j-archive.com/media/2012-01-23_DJ_18.jpg"" target=""_blank"">This</a> giant species of arid regions lends its name to a national park";a saguaro cactus
23/01/2012;Double Jeopardy!;CAN I HAVE A MOMENT?;$1200;The Webby Awards' top Internet moments for 2000-2009 include Twitter's role in this country's 2009 election protests;Iran
23/01/2012;Double Jeopardy!;REAL PEOPLE IN NOVELS;$1200;"The title of Jerry Stahl's ""I, Fatty"" refers to this comedian who narrates it";Fatty Arbuckle
23/01/2012;Double Jeopardy!;TALK ABOUT THE WEATHER;$1200;"When you show somebody up or get attention that is due others, you ""steal"" their this";their thunder
23/01/2012;Double Jeopardy!;SCIENCE-FICTION TV;$1200;In this series the Robinsons were headed to a distant star on the Jupiter II until Dr. Smith got in the way;Lost in Space
23/01/2012;Double Jeopardy!;COUNTRY GROUPS;$1600;"MENA is a somewhat vague acronym for the countries of the ""Middle East &"" here";North Africa
23/01/2012;Double Jeopardy!;"PICTURE THE ""S""";$1600;"Members of this special military unit are seen <a href=""http://www.j-archive.com/media/2012-01-23_DJ_19.jpg"" target=""_blank"">here</a>";the Swiss Guard
23/01/2012;Double Jeopardy!;CAN I HAVE A MOMENT?;$1600;"""Old Bloomsbury"" is a section in ""Moments of Being"", a collection of reminiscences by this writer";Virginia Woolf
23/01/2012;Double Jeopardy!;REAL PEOPLE IN NOVELS;$4,000;"The novel ""The Paris Wife"" is narrated by Hadley Richardson, this writer's first wife";(Ernest) Hemingway
23/01/2012;Double Jeopardy!;TALK ABOUT THE WEATHER;$5,600;"It's the 5-word phrase associated with the logo seen <a href=""http://www.j-archive.com/media/2012-01-23_DJ_09.jpg"" target=""_blank"">here</a>";"""When it rains, it pours"""
23/01/2012;Double Jeopardy!;SCIENCE-FICTION TV;$1600;They're not fraternity members, they're an elite team of mental superstars led by David Strathairn on Syfy;Alphas
23/01/2012;Double Jeopardy!;COUNTRY GROUPS;$2000;It's a common 3-syllable acronym for the low countries;Benelux
23/01/2012;Double Jeopardy!;"PICTURE THE ""S""";$2000;"The 19th century passage, ""an old"" this, in which my father had kept his private papers, refers to a desk like the one <a href=""http://www.j-archive.com/media/2012-01-23_DJ_20.jpg"" target=""_blank"">here</a>";a secretary
23/01/2012;Double Jeopardy!;CAN I HAVE A MOMENT?;$2000;"3-word phrase for a decisive instant; Arthur Koestler defined it as ""the sudden emergence of a new insight""";a moment of truth
23/01/2012;Double Jeopardy!;REAL PEOPLE IN NOVELS;$2000;"Hilary Mantel won the Man Booker prize for ""Wolf Hall"", told from the perspective of this advisor to Henry VIII";Thomas Cromwell
23/01/2012;Double Jeopardy!;TALK ABOUT THE WEATHER;$2000;"When you're down & out, you're said to be ""in"" this belt of calm, light winds near the equator";the doldrums
23/01/2012;Double Jeopardy!;SCIENCE-FICTION TV;$2000;This show about a very old time lord from the planet Gallifrey debuted on the BBC in 1963;Doctor Who
23/01/2012;Final Jeopardy!;AMERICAN HISTORY;None;"This volunteer group was born in may 1898 near the bar in San Antonio's Menger Hotel; it existed for just 133 days";the Rough Riders
12/01/2012;Jeopardy!;DID YOU GET THE NUMBER OF THAT SYMPHONY?;$200;Beethoven's dramatic middle one;the fifth
12/01/2012;Jeopardy!;BUSINESS BIGGIES;$200;"Elliot Handler, the ""el"" in this toymaker, died at age 95 in 2011";Mattel
12/01/2012;Jeopardy!;MEDAL OF FREEDOM ATHLETES;$200;"""King Richard"" of NASCAR fame who won a record 27 races in 1967";(Richard) Petty
12/01/2012;Jeopardy!;WORLD POTPOURRI;$200;In 1993 the New York Times company paid $1.1 billion to acquire the globe, a newspaper in this city;Boston
12/01/2012;Jeopardy!;LITERARY CHARACTER PERSONAL TRAINER;$200;"Work those harpooning arms, or ""thus, I give up the spear"" will be your last words! & work those calves ...ok, calf, anyway!";Captain Ahab
12/01/2012;Jeopardy!;SPELL IT: -ABLE OR -IBLE?;$200;This adjective can describe a bachelor worthy of marriage or an NFL receiver who's allowed to catch a forward pass;E-L-I-G-I-B-L-E
12/01/2012;Jeopardy!;DID YOU GET THE NUMBER OF THAT SYMPHONY?;$400;The Haydn one that matches the number of piano keys;88
12/01/2012;Jeopardy!;BUSINESS BIGGIES;$400;After nearly 100 years, this company cut its Oldsmobile brand from its line in 2004;GM (General Motors)
12/01/2012;Jeopardy!;MEDAL OF FREEDOM ATHLETES;$400;University of Alabama football coach from 1958 to 1982;(Bear) Bryant
12/01/2012;Jeopardy!;WORLD POTPOURRI;$400;As everyone belongs to everyone, mother & father are forbidden terms in this 1932 Aldous Huxley novel;Brave New World
12/01/2012;Jeopardy!;LITERARY CHARACTER PERSONAL TRAINER;$400;"Mr. Hugo created you; now you're mine! & when you turn yourself in for theft, then escape & run, the leg lifts'll pay off";Jean Valjean
12/01/2012;Jeopardy!;SPELL IT: -ABLE OR -IBLE?;$400;"From the Latin for ""bend"", it means capable of being bent repeatedly without damage";P-L-I-A-B-L-E
12/01/2012;Jeopardy!;DID YOU GET THE NUMBER OF THAT SYMPHONY?;$600;"Schumann's last; his first is called ""Spring""";the fourth
12/01/2012;Jeopardy!;BUSINESS BIGGIES;$600;"In summer 2010 this insurance giant paid back nearly $4 billion of its bailout loan; only $97 billion to go!";AIG
12/01/2012;Jeopardy!;MEDAL OF FREEDOM ATHLETES;$600;Only African American to win the men's singles title at Wimbledon;Arthur Ashe
12/01/2012;Jeopardy!;WORLD POTPOURRI;$600;I'm enjoying the street view feature of this service introduced in 2005--hey, who parked in my driveway?;Google Earth
12/01/2012;Jeopardy!;LITERARY CHARACTER PERSONAL TRAINER;$600;You're a religious symbology professor at Harvard?! Well, here's the Trebek code! 15 more 100-lb. bench presses!;(Robert) Langdon
12/01/2012;Jeopardy!;SPELL IT: -ABLE OR -IBLE?;$600;Easily carried, such as a small TV or software that can run on multiple computers with the same operating system;P-O-R-T-A-B-L-E
12/01/2012;Jeopardy!;DID YOU GET THE NUMBER OF THAT SYMPHONY?;$800;"Mahler's last finished one; he thought this is as many as a composer gets, & he was right";9
12/01/2012;Jeopardy!;BUSINESS BIGGIES;$800;This company, a leading supplier of business information & services, is known as D&B for short;Dun & Bradstreet
12/01/2012;Jeopardy!;MEDAL OF FREEDOM ATHLETES;$800;"<a href=""http://www.j-archive.com/media/2012-01-12_J_04.jpg"" target=""_blank"">Golfer</a> who won the Masters in 1960, '62, & '64, & received the Medal of Freedom in 2004";Arnold Palmer
